# corpus index — Assets/Animations/Mixamo30 — 2026-08-21T02:02:25Z — 2446 clips
clip_name	asset_path	guid	file_id	length	frame_rate	loop
mx_Baseball_Batter_At_Bat_Idle	Assets/Animations/Mixamo30/mx_Baseball_Batter_At_Bat_Idle.fbx	4b24fd4cc2331124788bfbb9665f44ba	-203655887218126122	1.50000012	30	false
mx_Baseball_Batter_Getting_Situated_To_Hit	Assets/Animations/Mixamo30/mx_Baseball_Batter_Getting_Situated_To_Hit.fbx	f76c6a2088333d34e82314a8d60ab900	-203655887218126122	10.4000006	30	false
mx_Baseball_Batter_Stepping_Away_From_The_Plate	Assets/Animations/Mixamo30/mx_Baseball_Batter_Stepping_Away_From_The_Plate.fbx	f39fa94b89939cf428cefd2001205cf4	-203655887218126122	3.10000014	30	false
mx_Baseball_Batter_Stepping_Back_And_Milling_About	Assets/Animations/Mixamo30/mx_Baseball_Batter_Stepping_Back_And_Milling_About.fbx	f637c152b41655b4e9255d54bf6d4e1a	-203655887218126122	21.0666676	30	false
mx_Baseball_Batter_Stepping_In_To_Bat	Assets/Animations/Mixamo30/mx_Baseball_Batter_Stepping_In_To_Bat.fbx	920102e0bd97c6c4ba7bcaa3e4ebb8bb	-203655887218126122	3.766667	30	false
mx_Baseball_Batter_Walking_Into_Batters_Box	Assets/Animations/Mixamo30/mx_Baseball_Batter_Walking_Into_Batters_Box.fbx	e77a9d614befcee4c90a8a48cc6ae9bb	-203655887218126122	5.4333334	30	false
mx_Baseball_Batter_Walking_Out_Of_Batters_Box	Assets/Animations/Mixamo30/mx_Baseball_Batter_Walking_Out_Of_Batters_Box.fbx	7ba678639b5ca3c4880cbb7ecf1b0b7a	-203655887218126122	4	30	false
mx_Baseball_Batter_Warming_Up_On_Deck	Assets/Animations/Mixamo30/mx_Baseball_Batter_Warming_Up_On_Deck.fbx	c1695ee6acf3fcf488239e11f90caa53	-203655887218126122	37.3333359	30	false
mx_Baseball_Bunt_Swing	Assets/Animations/Mixamo30/mx_Baseball_Bunt_Swing.fbx	96697beca1356a94a9d2fbeb2b2b656a	-203655887218126122	1.96666682	30	false
mx_Baseball_Catcher_Pop_Fly	Assets/Animations/Mixamo30/mx_Baseball_Catcher_Pop_Fly.fbx	f2ff87b1c6bdd3f428437716283d19f7	-203655887218126122	9.166667	30	false
mx_Baseball_Practice_Pitching	Assets/Animations/Mixamo30/mx_Baseball_Practice_Pitching.fbx	e7d36d6b1ba560d4f96079d7818ae33b	-203655887218126122	5.20000029	30	false
mx_Baseball_Swinging_Strike	Assets/Animations/Mixamo30/mx_Baseball_Swinging_Strike.fbx	9d523dbcef29dcb4fb81d8c85cec1bc5	-203655887218126122	6.933334	30	false
mx_Basic_Northern_Soul_Step	Assets/Animations/Mixamo30/mx_Basic_Northern_Soul_Step.fbx	d08a3e05934121b428aea9392dbf2806	-203655887218126122	16.0666676	30	false
mx_Basic_Push_Up	Assets/Animations/Mixamo30/mx_Basic_Push_Up.fbx	64504ba823eccb34a86d455f3cc282d3	-203655887218126122	1.53333342	30	false
mx_Basic_Push_Up_Transition_To_Fitness_Idle	Assets/Animations/Mixamo30/mx_Basic_Push_Up_Transition_To_Fitness_Idle.fbx	605016e9d8ea5984c88d79ca61b4daa9	-203655887218126122	3.10000014	30	false
mx_Basic_Rock_Beat	Assets/Animations/Mixamo30/mx_Basic_Rock_Beat.fbx	957beb141549ef94c93b0e5eeec1b3b9	-203655887218126122	4.70000029	30	false
mx_Batting_Idle_Variation	Assets/Animations/Mixamo30/mx_Batting_Idle_Variation.fbx	d7be460dd407e4644aa1bb9792dc245e	-203655887218126122	2.33333349	30	false
mx_Battlecry_With_Axe	Assets/Animations/Mixamo30/mx_Battlecry_With_Axe.fbx	19d7cc9f964c46b4d9913b652973599f	-203655887218126122	2.83333349	30	false
mx_Bboy_Hip_Hop_Variation_One	Assets/Animations/Mixamo30/mx_Bboy_Hip_Hop_Variation_One.fbx	07eac7daaa50e4a4b96b104348fc992a	-203655887218126122	2.2	30	false
mx_Bboy_Pose_To_Standing_Idle	Assets/Animations/Mixamo30/mx_Bboy_Pose_To_Standing_Idle.fbx	f1228c17d1607fe4eb0aa7679b70d88e	-203655887218126122	2.33333349	30	false
mx_Bboy_Uprock_Indian_Step	Assets/Animations/Mixamo30/mx_Bboy_Uprock_Indian_Step.fbx	02e41dfda668c334f9fbeaba6f90e733	-203655887218126122	2.30000019	30	false
mx_Bboy_Uprock_Start	Assets/Animations/Mixamo30/mx_Bboy_Uprock_Start.fbx	eb8dd300b5b22c74eae9e4d44ba7f8f2	-203655887218126122	1.80000007	30	false
mx_Being_Bashful_While_Standing	Assets/Animations/Mixamo30/mx_Being_Bashful_While_Standing.fbx	58d4e577b5e7ce145bf1757f56007f5a	-203655887218126122	11.000001	30	false
mx_Being_Carried_By_Someone_To_A_Stop	Assets/Animations/Mixamo30/mx_Being_Carried_By_Someone_To_A_Stop.fbx	fcfa504e77df004459c5a83c55144619	-203655887218126122	3.63333344	30	false
mx_Being_Electrocuted_Into_Unconciousness	Assets/Animations/Mixamo30/mx_Being_Electrocuted_Into_Unconciousness.fbx	dbc593e4a641b924cb1da933c325fb89	-203655887218126122	8.066668	30	false
mx_Being_Picked_Up_And_Carried_By_Someone	Assets/Animations/Mixamo30/mx_Being_Picked_Up_And_Carried_By_Someone.fbx	cb9e19d45471dba4cb8fab52ddc44456	-203655887218126122	5.23333359	30	false
mx_Being_Rejected_While_Standing	Assets/Animations/Mixamo30/mx_Being_Rejected_While_Standing.fbx	a68106ae635f6274eb3ce932c21796ff	-203655887218126122	4.8	30	false
mx_Being_Surprised_And_Looking_Right	Assets/Animations/Mixamo30/mx_Being_Surprised_And_Looking_Right.fbx	e71875d77b7360f448369363c2b8dedb	-203655887218126122	3.66666675	30	false
mx_Being_Tenderly_Placed_On_A_Bed	Assets/Animations/Mixamo30/mx_Being_Tenderly_Placed_On_A_Bed.fbx	856b206f371496a49a03140e3719f7be	-203655887218126122	9.266667	30	false
mx_Being_Terrified_While_Standing	Assets/Animations/Mixamo30/mx_Being_Terrified_While_Standing.fbx	53930f66115b7a945843b7a6f1b3b54e	-203655887218126122	20.0000019	30	false
mx_Being_Thankful_While_Standing	Assets/Animations/Mixamo30/mx_Being_Thankful_While_Standing.fbx	441c6cd2bd49bf9469b5b74329bff407	-203655887218126122	3.00000024	30	false
mx_Being_Threatening_While_Standing	Assets/Animations/Mixamo30/mx_Being_Threatening_While_Standing.fbx	d9e67b0c962689746a554c0824c92813	-203655887218126122	4.4	30	false
mx_Being_Thrown_To_The_Side	Assets/Animations/Mixamo30/mx_Being_Thrown_To_The_Side.fbx	0c2d85852b6a05f43832262e59472228	-203655887218126122	4.33333349	30	false
mx_Belly_Dancing_Variation_One	Assets/Animations/Mixamo30/mx_Belly_Dancing_Variation_One.fbx	de6d71286651d0c47ba33dcad487de58	-203655887218126122	19.6333351	30	false
mx_Belly_Dancing_Variation_Three	Assets/Animations/Mixamo30/mx_Belly_Dancing_Variation_Three.fbx	a2d4c2c031a8c734782353d43dd10620	-203655887218126122	21.4000015	30	false
mx_Bellydance_Variation_2	Assets/Animations/Mixamo30/mx_Bellydance_Variation_2.fbx	c728a1e6e387988488da372b07bfdd3f	-203655887218126122	25.3666687	30	false
mx_Belting_Out_A_Load_Roar	Assets/Animations/Mixamo30/mx_Belting_Out_A_Load_Roar.fbx	42adc2a10fb97ed4b810735689393026	-203655887218126122	5.4	30	false
mx_Bending_Forward_Arms_Crossed_Over_Knees	Assets/Animations/Mixamo30/mx_Bending_Forward_Arms_Crossed_Over_Knees.fbx	fee9390633d8a554a8285f5261b380e1	-203655887218126122	0.0333333351	30	false
